vid,title,tag,time,duration,views,link
AnDomJbHh2g,BE ALONE - Gym Motivation 😔,Motivation,1 year ago,8:56,"4,890,800 views",https://www.youtube.com/watch?v=AnDomJbHh2g
ThNbJTLPHVc,Jeremy Buendia - WORKOUT motivation ** CHAMP 🏆**,Motivation,4 years ago,3:27,"13,795,743 views",https://www.youtube.com/watch?v=ThNbJTLPHVc
eaRQF-7hhmo,ZERO EXCUSES - Gym Motivation 😠,Motivation,7 months ago,9:08,"1,697,401 views",https://www.youtube.com/watch?v=eaRQF-7hhmo
PKrI_QRoJH4,When you lose MOTIVATION - Khi bạn mất ĐỘNG LỰC | I'm Mary,Motivation,2 weeks ago,5:42,"31,426 views",https://www.youtube.com/watch?v=PKrI_QRoJH4
Y5RtQ4cawVk,SILENCE - Gym Motivation 😔,Motivation,11 months ago,10:37,"1,922,317 views",https://www.youtube.com/watch?v=Y5RtQ4cawVk
1mJPjHsZJ54,ब्रह्माण्ड में white hole क्या होता हैं?😳| A2 Motivation |#shorts #ashortaday #a2_sir,Motivation,2 hours ago,0:48,"36,807 views",https://www.youtube.com/watch?v=1mJPjHsZJ54
dfG36goWFR8,क्या इससे पैसा कमाना होगा आसान ?😮| A2 Motivation |#shorts #ashortaday #a2_sir,Motivation,5 days ago,0:59,"259,353 views",https://www.youtube.com/watch?v=dfG36goWFR8
SI9isXfowd4,Motivation Malayalam Status | Motivation Speech | 3 | Lessons from Jack Ma | Sreevidhya Santhosh,Motivation,1 year ago,3:53,"1,280,887 views",https://www.youtube.com/watch?v=SI9isXfowd4
OhKxb8Wfj1s,क्या चीटियाँ भी करती हैं खेती 😱| A2 Motivation |#shorts #ashortaday #a2_sir,Motivation,4 days ago,0:39,"349,419 views",https://www.youtube.com/watch?v=OhKxb8Wfj1s
cuqtmCuBnLs,DON'T LET GO - Gym Motivation 😥,Motivation,4 months ago,3:59,"225,279 views",https://www.youtube.com/watch?v=cuqtmCuBnLs
uB7bLWhavBw,इस देश के आप राजा बन सकते हैं ! 😱| A2 Motivation |#shorts #ashortaday #a2_sir,Motivation,5 days ago,0:47,"447,393 views",https://www.youtube.com/watch?v=uB7bLWhavBw
oyGL591b_0Q,ALONE 😞 FITNESS MOTIVATION - 2020,Motivation,2 years ago,3:30,"11,185,656 views",https://www.youtube.com/watch?v=oyGL591b_0Q
9b36m9Rqxhs,Le Discours Qui Vous Rendra DUR -  La meilleure vidéo de motivation de tous les temps ! Dan Pena,Motivation,7 months ago,10:34,"558,743 views",https://www.youtube.com/watch?v=9b36m9Rqxhs
OcinvnjG6tM,Jagruk Anthem by LLA | Official Music Video | Pure Motivation 👊,Motivation,5 days ago,4:56,"74,358 views",https://www.youtube.com/watch?v=OcinvnjG6tM
DDutR-vLetQ,THE BEST IN MOTIVATION OF 2022! | [+35 Mins] Compilation of the best masters of success!,Motivation,3 weeks ago,36:44,"459,730 views",https://www.youtube.com/watch?v=DDutR-vLetQ
VVeGPOgJTus,Best Gym Training Motivation Music Mix 2018 💪Best Fitness Couple Motivation - Bodybuilding Music DTV,Motivation,3 years ago,59:31,"2,514,837 views",https://www.youtube.com/watch?v=VVeGPOgJTus
X_9VoqR5ojM,LET'S GO 🔥 GYM MOTIVATION,Motivation,3 years ago,10:49,"17,654,394 views",https://www.youtube.com/watch?v=X_9VoqR5ojM
1ujwZKjs-pQ,Les 9 minutes qui vont TRANSFORMER Votre VIE ! Video Motivation --H5 Motivation #25,Motivation,3 years ago,9:21,"1,850,899 views",https://www.youtube.com/watch?v=1ujwZKjs-pQ
miWmAIDXQ9U,5 Minutes pour RÉUSSIR ta journée  [Morning Motivation]  | H5 Motivation,Motivation,2 weeks ago,5:37,"69,377 views",https://www.youtube.com/watch?v=miWmAIDXQ9U
JOnDojjUU_Y,"GETTING MY LIFE TOGETHER | clean, organize, & get motivated with me! Nicole Laeno",Motivation,4 months ago,12:43,"1,451,279 views",https://www.youtube.com/watch?v=JOnDojjUU_Y
Oeul9e2NsVs,Pourquoi Joe Biden est Furieux Contre Macron [Révélation] | H5 Motivation,Motivation,22 hours ago,9:03,"116,965 views",https://www.youtube.com/watch?v=Oeul9e2NsVs
5xeE5-CXtAU,*NEW! HUGE CLEAN WITH ME INDOORS & OUTDOORS | GARAGE EXTREME CLEANING MOTIVATION,Motivation,1 day ago,34:30,"28,406 views",https://www.youtube.com/watch?v=5xeE5-CXtAU
8fytC2vn9kA,"VLOG: lavender farm picnic, slow days, solo coffee date, & settling into city life",Vlog,23 hours ago,15:16,"13,428 views",https://www.youtube.com/watch?v=8fytC2vn9kA
qQdxvyMD7NU,THE TWINS' FIRST PICKLES!,Vlog,18 hours ago,13:59,"196,001 views",https://www.youtube.com/watch?v=qQdxvyMD7NU
TT0-XzQmsZ4,BATANGAS WITH FRIENDS☀️ 🌊 | LOINIE TV,Vlog,1 day ago,13:32,"22,846 views",https://www.youtube.com/watch?v=TT0-XzQmsZ4
yBbcf95UoSg,The ULTIMATE FILIPINO FOOD Tour of San Francisco,Vlog,1 day ago,30:17,"178,660 views",https://www.youtube.com/watch?v=yBbcf95UoSg
3LpZG13nOjw,BEAUTIFUL BEGINNING !,Vlog,1 day ago,8:48,"210,582 views",https://www.youtube.com/watch?v=3LpZG13nOjw
OwsJdDfDUQ4,"First Concert After 3 Years, JunnieVien's Gender Reveal Vlog | Pat Velasquez-Gaspar",Vlog,5 hours ago,8:24,"82,498 views",https://www.youtube.com/watch?v=OwsJdDfDUQ4
bYTDV0UMYvQ,Fly with us Part 2! Our Happy Island Fam travels to Bali!,Vlog,8 hours ago,11:05,"60,278 views",https://www.youtube.com/watch?v=bYTDV0UMYvQ
C8jKcEG1Wds,A Day In My Life : FULL GROCERY SHOPPING!!! 🛒 + Giveaway 💸 | Cyn can Vlog,Vlog,1 day ago,11:22,"15,043 views",https://www.youtube.com/watch?v=C8jKcEG1Wds
ZPgyx0tTawI,🤣😅HÄSSLICHSTES Bild der WELT gekauft... | MEGA LACHFLASH in Blind AUKTION! | AIDA Vlog #1,Vlog,1 day ago,10:05,"185,472 views",https://www.youtube.com/watch?v=ZPgyx0tTawI
fJJ004EMxWE,Una's birthday vlog 2022,Vlog,1 day ago,26:27,"43,507 views",https://www.youtube.com/watch?v=fJJ004EMxWE
gXLNiklmvKI,ANG MGA LALAKI SA BUHAY NI IVANA ALAWI | DR. VICKI BELO,Vlog,8 hours ago,23:16,"287,798 views",https://www.youtube.com/watch?v=gXLNiklmvKI
ZO0srwg-fD0,*NEW* SUMMER DAY IN THE LIFE VLOG | Tara Henderson,Vlog,1 day ago,20:46,"46,894 views",https://www.youtube.com/watch?v=ZO0srwg-fD0
_nutSUe2dEY,SURPRISE GUEST! (KINAKABAHAN AKO!!!) | RANA HARAKE,Vlog,1 day ago,13:58,"484,703 views",https://www.youtube.com/watch?v=_nutSUe2dEY
_QIqVus5ewY,UFC 276 Embedded: Vlog Series - Episode 3,Vlog,22 hours ago,9:54,"661,698 views",https://www.youtube.com/watch?v=_QIqVus5ewY
kt_C_kxhfWo,PINAKA SIRAULONG BODY GUARD (VLOG TAKE OVER BUBOY TUB*L) | JELAI ANDRES,Vlog,1 day ago,22:31,"285,636 views",https://www.youtube.com/watch?v=kt_C_kxhfWo
ca9tHTUK9z8,"SELF CARE VLOG: journal routine, mental health, hair care, yoga, podcasts & lots of chats",Vlog,5 months ago,21:19,"446,203 views",https://www.youtube.com/watch?v=ca9tHTUK9z8
sPcuywe5ma0,TATİLDEN DÖNÜŞ YOLCUĞUM VLOG,Vlog,1 hour ago,14:45,"18,199 views",https://www.youtube.com/watch?v=sPcuywe5ma0
lMHqRSfM2TE,WELCOMING OUR NEW BABY ON MY 37TH BIRTHDAY!,Vlog,1 day ago,17:57,"103,641 views",https://www.youtube.com/watch?v=lMHqRSfM2TE
U4opfanbSS8,Tatil Vlog 3 AQUA. Ecrin Su Çoban,Vlog,1 day ago,24:56,"243,622 views",https://www.youtube.com/watch?v=U4opfanbSS8
CzzObtqRPTE,UFC 276 Embedded: Vlog Series - Episode 2,Vlog,1 day ago,8:13,"758,651 views",https://www.youtube.com/watch?v=CzzObtqRPTE
b9CHdXDHTX8,Squad Meets FANS in REAL LIFE!! | VidCon Vlog,Vlog,2 days ago,8:04,"534,446 views",https://www.youtube.com/watch?v=b9CHdXDHTX8
eJ3k6GSFW6E,Vlog: Sadio Mané's first days in Munich,Vlog,3 days ago,9:22,"806,448 views",https://www.youtube.com/watch?v=eJ3k6GSFW6E
anO2IfMG85c,Weekly vlog (жирийн нэг амралтын өдөр),Vlog,1 day ago,14:25,"6,243 views",https://www.youtube.com/watch?v=anO2IfMG85c
Q980C74SdYQ,HOW TO VLOG LIKE CASEY NEISTAT by CASEY NEISTAT,Vlog,5 years ago,14:09,"5,340,284 views",https://www.youtube.com/watch?v=Q980C74SdYQ
8ZLz-qF3BQk,La FMS desde dentro | Vlog FMS España | Blon Vs Gazir,Vlog,1 day ago,12:09,"37,645 views",https://www.youtube.com/watch?v=8ZLz-qF3BQk
VeqY1WgXd-0,350 TL'YE PAZARDAN 2 GÜN BOYUNCA ALIŞVERİŞ YAPTIM 💸 | neler aldım? 🛍,Vlog,1 day ago,32:00,"182,306 views",https://www.youtube.com/watch?v=VeqY1WgXd-0
5QvtfwVHrTE,"BEN GELDİM:) Ankara Vlog Hamamönü, Közde Kahve, Nöbete Hazırlanalım,Yeni Formam...",Vlog,1 day ago,17:56,"5,105 views",https://www.youtube.com/watch?v=5QvtfwVHrTE
S4iEBokLaBs,Family in Horror House by Alex Gonzaga,Vlog,11 days ago,9:23,"2,639,048 views",https://www.youtube.com/watch?v=S4iEBokLaBs
WUVsSev-tdQ,EXTREME HANDCUFFED CHALLENGE: Donnalyn and JM De Guzman,Vlog,2 weeks ago,23:03,"4,689,836 views",https://www.youtube.com/watch?v=WUVsSev-tdQ
3Hxt6TH_YZ8,ANNOYING EMILY : TWO DAYS IN ONE VLOG |VLOG#1366,Vlog,3 days ago,29:21,"96,817 views",https://www.youtube.com/watch?v=3Hxt6TH_YZ8
EiuGMoPj08E,Vlog 1 Ngày Không Quay Vlog Của Lâm Vlog - Vlog #1: Hành Trình Khám Phá Vịnh Vĩnh Hy - Ninh Thuận,Vlog,1 day ago,31:54,"2,573,781 views",https://www.youtube.com/watch?v=EiuGMoPj08E
VyasSLF63T0,Playing $10-20 at Wynn | Poker Vlog #124,Vlog,3 days ago,17:18,"77,985 views",https://www.youtube.com/watch?v=VyasSLF63T0
P1sS00p7CyU,Vlog 1770 ll HÁI CHERRY TRÁI CHÍN TRĨU NẶNG - QUÁ SAY MÊ BÀ NGOẠI JADE LEO LUÔN LÊN CÂY,Vlog,2 days ago,39:51,"175,458 views",https://www.youtube.com/watch?v=P1sS00p7CyU
hWJLLXdEVY0,KLARIFIKASI !!,Vlog,1 day ago,17:01,"468,597 views",https://www.youtube.com/watch?v=hWJLLXdEVY0
jV72OqYZGTs,"COLLEGE VLOG: Visiting the Campus, Meetings & KTV Night 🏹💻 | Princess And Nicole",Vlog,3 days ago,12:37,"47,694 views",https://www.youtube.com/watch?v=jV72OqYZGTs
7y9fUfmPZeM,VLOG - ROOM TOUR de la CHAMBRE de KAMILIA et JOURNEE avec NOUS,Vlog,3 days ago,11:24,"106,939 views",https://www.youtube.com/watch?v=7y9fUfmPZeM
k0CH1qVGVBw,I Got MARRIED! (Wedding Vlog),Vlog,4 days ago,9:53,"252,943 views",https://www.youtube.com/watch?v=k0CH1qVGVBw
xGBHXLwfuWg,Friday Lunch Party Vlog | Chicken Biriyani | Moong Dal Kheer | Beef fry | A Day in my Life,Vlog,3 days ago,20:20,"147,018 views",https://www.youtube.com/watch?v=xGBHXLwfuWg
ozrNyGwbcD8,"MOVING VLOG: my dream apartment, move-in day, getting the keys & first night, part 1!",Vlog,2 weeks ago,26:30,"109,458 views",https://www.youtube.com/watch?v=ozrNyGwbcD8
ffjoHte5_Gw,SHARK ATTACK WATER SLIDE sa DUBAI - GRABE 'TO!!,Vlog,4 days ago,16:02,"794,819 views",https://www.youtube.com/watch?v=ffjoHte5_Gw
pybuZtb2vJo,My First Ever Trip To Dubai | Baecation Vlog,Vlog,2 weeks ago,42:45,"19,447 views",https://www.youtube.com/watch?v=pybuZtb2vJo
LKjCrOTdwyc,REBANSE!! - 50K SA CAINTA!! - NAGLARO NA SI BARDS!! | S.2. vlog 559,Vlog,6 hours ago,33:31,"62,173 views",https://www.youtube.com/watch?v=LKjCrOTdwyc
mCbeki9cVWU,SPAIN 2022 VLOG #1,Vlog,2 days ago,21:39,"726,871 views",https://www.youtube.com/watch?v=mCbeki9cVWU
koYib7-6b7w,How to Vlog & Tell a Story For Beginners From Start To Finish,Vlog,1 year ago,1:03:38,"821,644 views",https://www.youtube.com/watch?v=koYib7-6b7w
NgtBtr_bCxE,"BATTLING PHIL IVEY in the $50,000 PPC! - 2022 WSOP Poker Vlog Day 28",Vlog,2 days ago,29:33,"138,959 views",https://www.youtube.com/watch?v=NgtBtr_bCxE
jTq2uqh5gQY,We pranked him ....Emily performance..!!! |VLOG#1364,Vlog,4 days ago,22:45,"91,828 views",https://www.youtube.com/watch?v=jTq2uqh5gQY
SEPJPqNVbMA,LE PONEN BRACKETS A GISELE Y OCURRE ESTO    Itarte Vlogs,Vlog,4 days ago,10:10,"608,922 views",https://www.youtube.com/watch?v=SEPJPqNVbMA
qOJAgsAxLGc,"Vlog: Anh Huy dắt Linh, Thư, Cuội phá đảo Đà Nẵng: Gặp bà chủ Thảo Anh, Ăn sập Chợ Cồn..",Vlog,2 days ago,11:17,"79,550 views",https://www.youtube.com/watch?v=qOJAgsAxLGc
K6A_Yxj4dS4,শশুড় বাড়িতে গিয়ে প্রথম দিন যা যা করলাম | Umme’s Vlog,Vlog,3 days ago,9:59,"143,888 views",https://www.youtube.com/watch?v=K6A_Yxj4dS4
OUEgw_Jiqbs,a day in my life | vlog | Natasa S. Pandya,Vlog,3 days ago,6:52,"282,462 views",https://www.youtube.com/watch?v=OUEgw_Jiqbs
S53iLhL-7zY,"일상 vlog🌼 요즘 이렇게 지내요 ft. 꽃꽂이, 유화 클래스, 집밥",Vlog,3 days ago,9:41,"1,131,467 views",https://www.youtube.com/watch?v=S53iLhL-7zY
fSiTxYp7F6M,24 HOURS IN MY ROOM | i have covid… VLOG,Vlog,2 weeks ago,20:03,"1,735,843 views",https://www.youtube.com/watch?v=fSiTxYp7F6M
gNwkI2VYGRs,"HATDOG REVEAL WITH ZEINAB HARAKE, RANA HARAKE AND MARIAH | Mika Salamanca",Vlog,2 days ago,15:01,"471,298 views",https://www.youtube.com/watch?v=gNwkI2VYGRs
yG27hfpvvJo,BEKARLIĞA VEDA PARTİSİ 🎉 KARŞILAMADAN SOĞUDUM😅 EVİN EN KÜÇÜĞÜ KİM❗️ALDIK YİNE BİŞEYLER-GÜNLÜK VLOG,Vlog,1 day ago,24:30,"17,047 views",https://www.youtube.com/watch?v=yG27hfpvvJo
NM5UVduK3ww,Flow G and Pastillas Girl Reveal The Struggles Of Their Relationship | Toni Talks,Vlog,4 days ago,21:01,"2,890,810 views",https://www.youtube.com/watch?v=NM5UVduK3ww
uOshhmjwrvk,MY 24TH BIRTHDAY VLOG | everything I did to prepare/grwm | GABBIAGUAYO,Vlog,4 days ago,29:01,"110,941 views",https://www.youtube.com/watch?v=uOshhmjwrvk
HhM0BYCHL00,Kylie Jenner: A Day in the Life,Vlog,3 years ago,19:31,"67,352,923 views",https://www.youtube.com/watch?v=HhM0BYCHL00
uK-LK31wmyw,eyay,Vlog,2 days ago,11:19,"291,136 views",https://www.youtube.com/watch?v=uK-LK31wmyw
TR4OoKdCuLs,"KOREA VLOG: week in my life in seoul, good food, cafes, shopping",Vlog,5 days ago,10:51,"124,523 views",https://www.youtube.com/watch?v=TR4OoKdCuLs
dYvUcFvF-V0,just another vlog LOL,Vlog,1 year ago,20:10,"4,818,868 views",https://www.youtube.com/watch?v=dYvUcFvF-V0
GGWELoGcM-c,8 years paxi gau ko yatra|Purba vlog part1|,Vlog,5 days ago,20:15,"96,137 views",https://www.youtube.com/watch?v=GGWELoGcM-c
WxyzEcfoJJ8,VLOG: LETTING GO … + GOING TO A HAIR DOCTOR + NIGHT OUT W/ NEW PEOPLE +  SKIN MAINTENANCE & MORE,Vlog,3 days ago,1:03:26,"107,814 views",https://www.youtube.com/watch?v=WxyzEcfoJJ8
BZS9DETsLjc,LA vlog,Vlog,4 months ago,8:22,"7,255,931 views",https://www.youtube.com/watch?v=BZS9DETsLjc
yiFm2-nKGqI,"VLOG ★ a busy day in my life (makeup shopping, new hair, etc.)",Vlog,2 months ago,8:35,"124,362 views",https://www.youtube.com/watch?v=yiFm2-nKGqI
HCgudHKkq58,College vlog with chemaki😍🥰,Vlog,2 months ago,22:29,"547,477 views",https://www.youtube.com/watch?v=HCgudHKkq58
poEGK01Fxmo,RUNNING IT UP in the $250K! - 2022 WSOP Poker Vlog Day 25,Vlog,5 days ago,24:05,"156,023 views",https://www.youtube.com/watch?v=poEGK01Fxmo
vccV9lslbl0,Play Date With my Cutest Fan!! (Her Reaction!) | Ranz and Niana,Vlog,1 day ago,13:06,"177,466 views",https://www.youtube.com/watch?v=vccV9lslbl0
yBsqZn7PMpY,KALKAN VLOG PART III | EFSANE TURKISH RAVIOLI NASIL YAPILIR🤪,Vlog,4 days ago,22:32,"329,821 views",https://www.youtube.com/watch?v=yBsqZn7PMpY
Tqlr3Lc-mDc,Tatil Vlog 2 @ESİLA BİLTEKİN,Vlog,3 days ago,20:27,"166,433 views",https://www.youtube.com/watch?v=Tqlr3Lc-mDc
UTPtQ4VQRBI,ඔස්ට්‍රියාවේ ඉරිදා පොළ and කඳු නැගීම (Austria Vlog 3 - The Finale),Vlog,5 days ago,32:38,"90,206 views",https://www.youtube.com/watch?v=UTPtQ4VQRBI
rHF4loTvwOU,VLOG ★ my first day of college!,Vlog,9 months ago,10:18,"1,130,955 views",https://www.youtube.com/watch?v=rHF4loTvwOU
ToeYJ3AZusg,Exploring the Deepest Swimming Pool sa Buong Mundo - Deep Dive Dubai,Vlog,11 days ago,16:46,"1,537,590 views",https://www.youtube.com/watch?v=ToeYJ3AZusg
F2u7Z6OLeP8,ostia tío 🤙🏼,Vlog,6 days ago,7:50,"1,031,212 views",https://www.youtube.com/watch?v=F2u7Z6OLeP8
Fuj4SV9bHS4,Working As WAITER & CASHIER For A Day! | Ranz and Niana,Vlog,8 days ago,13:14,"655,375 views",https://www.youtube.com/watch?v=Fuj4SV9bHS4
y9H3bXrK6go,CYCLE VLOG AFTER LONG TIME @Rajkumar Thapa Magar,Vlog,4 days ago,17:55,"118,976 views",https://www.youtube.com/watch?v=y9H3bXrK6go
v6PbllFpOas,PRIDE PARTİMİZE NE OLDU? / HAZİRAN VLOG PART 2 / LGBTQ+,Vlog,1 day ago,12:38,"7,790 views",https://www.youtube.com/watch?v=v6PbllFpOas
yK2aAdP1GZ0,[VLOG] Baji & Yalalt - Episode 108 w/Roockie,Vlog,5 days ago,1:31:50,"261,295 views",https://www.youtube.com/watch?v=yK2aAdP1GZ0
LJqC-8kPw4Y,House Raid With Bea Alonzo/ Vlog 26,Vlog,6 days ago,16:19,"550,137 views",https://www.youtube.com/watch?v=LJqC-8kPw4Y
ksOFyVYkp44,İKEA YENİ EV ALIŞVERİŞİ 🛒 mobilya almak için çıktık arabayı sattık,Vlog,22 hours ago,24:53,"86,781 views",https://www.youtube.com/watch?v=ksOFyVYkp44
pgbkj33r3-c,Mini Vlog zu besuch bei VitaVate🔥 | Niklas Wilson,Vlog,5 days ago,8:44,"129,745 views",https://www.youtube.com/watch?v=pgbkj33r3-c
B1FU9lh6qFo,Home Alone| What I wear in a week VLOG!!,Vlog,6 days ago,20:02,"680,350 views",https://www.youtube.com/watch?v=B1FU9lh6qFo
MpdWFzaQbU4,One Hapon with Rico Blanco | Vlog by Maris Racal,Vlog,9 days ago,16:43,"766,931 views",https://www.youtube.com/watch?v=MpdWFzaQbU4
1B0cJrZiPQI,Tatil Vlog 2 | Dalga |. Ecrin Su Çoban,Vlog,3 days ago,28:43,"410,910 views",https://www.youtube.com/watch?v=1B0cJrZiPQI
tzne2twqASQ,WEDDING PREPARATIONS HAVE BEGUN - Vlog 108,Vlog,7 days ago,11:30,"1,711,826 views",https://www.youtube.com/watch?v=tzne2twqASQ
HGybihzywHo,VLOG BAECATION : 1 SEMAINE A PUNTA CANA AVEC SAM 🇩🇴 | RESSORT 5* CHILL (nos best vacances),Vlog,4 days ago,50:28,"36,711 views",https://www.youtube.com/watch?v=HGybihzywHo
UEspLh8UqlM,Casual Day In My Life Vlog + Style Challenge ft. DJ & Lhexine | Everyday Kath,Vlog,1 month ago,7:23,"847,348 views",https://www.youtube.com/watch?v=UEspLh8UqlM
rtL7XbxLJf0,EMPTY APARTMENT TOUR + MOVE IN WITH ME (move in vlog 1📦),Vlog,3 months ago,26:23,"547,890 views",https://www.youtube.com/watch?v=rtL7XbxLJf0
byuqeUWnVVQ,Tatil Vlog | Otel Havuz Aqupark 🏊🏻‍♀️👙 Esila Biltekin,Vlog,4 days ago,18:23,"260,548 views",https://www.youtube.com/watch?v=byuqeUWnVVQ
Y6wJjSPfJso,"NYC to Korea Vlog | Flying to Korea, meeting content creators, college days, cafes, hair & nail art",Vlog,13 days ago,11:57,"791,821 views",https://www.youtube.com/watch?v=Y6wJjSPfJso
IxvcC7NKjkE,MAGULONG BREAKFAST WITH IN LAWS SA BAHAY! ANG DAMING BIGLAANG GANAPS! ❤️ | rhazevlogs,Vlog,1 day ago,30:30,"156,084 views",https://www.youtube.com/watch?v=IxvcC7NKjkE
wG3EOJHLXcw,VLOG 279 NAG PERFORM KAMI NG TORO FAMILY | NA BADTRIP SI MOMMY ONI,Vlog,3 weeks ago,46:52,"876,863 views",https://www.youtube.com/watch?v=wG3EOJHLXcw
Ye8JnwfM-9o,a day in my life in NYC *unfiltered vlog*,Vlog,7 days ago,9:02,"294,180 views",https://www.youtube.com/watch?v=Ye8JnwfM-9o
WL54IOUrUg0,"SANTORINI GREECE VLOG | exploring Oia, Ancient Thera, Emporio, Pyrgos, & Red Beach!",Vlog,7 days ago,31:25,"62,234 views",https://www.youtube.com/watch?v=WL54IOUrUg0
CMLYH0qRTSo,【VLOG】ひたすら家事🧼友達と遊ぶ💁🏻‍♀️🌈💖家族で動物園🐘🐢🐒,Vlog,3 days ago,14:58,"70,982 views",https://www.youtube.com/watch?v=CMLYH0qRTSo
UJmnxV4NLfA,VLOG 278 ANO NA WALA PADIN GANAP SATIN JOWA,Vlog,3 weeks ago,22:12,"946,364 views",https://www.youtube.com/watch?v=UJmnxV4NLfA
mIoF0FvEWB0,Gadi thelnu paryo and Street bath🤪❤️ | @Garima Entertainment @GE Squad Vlog,Vlog,6 days ago,16:48,"30,037 views",https://www.youtube.com/watch?v=mIoF0FvEWB0
DyHS2H05AQc,Indian Vlogging Gone Insane,Vlog,2 weeks ago,13:11,"7,327,078 views",https://www.youtube.com/watch?v=DyHS2H05AQc
jpBtE_UAegg,Apna Pehla Vlog Canada vich🥰 | Navhappy Bhullar | Vlog,Vlog,1 day ago,12:53,"274,269 views",https://www.youtube.com/watch?v=jpBtE_UAegg
PFbhJJBWBI0,"My $18,000 Flight To Thailand | Travel Vlog",Vlog,1 month ago,16:09,"917,791 views",https://www.youtube.com/watch?v=PFbhJJBWBI0
HAwjdHZ-ppA,MESUT CAN TOMAY YENİ EV VLOG ! 15.000 TL Yastık! @Mesut Can Tomay,Vlog,5 days ago,21:33,"803,740 views",https://www.youtube.com/watch?v=HAwjdHZ-ppA
dkQOZDILJOA,"italy travel vlog: lake como, florence, bologna, parma, milan, pisa & modena",Vlog,3 weeks ago,41:11,"142,407 views",https://www.youtube.com/watch?v=dkQOZDILJOA
ekvJA3GZw1Y,[IU TV] Bonjour! Vlog from Festival de Cannes🎬,Vlog,8 days ago,16:44,"2,190,641 views",https://www.youtube.com/watch?v=ekvJA3GZw1Y
gWaEp394HWs,Nashik Street Food vlog | #Bha2Pa,Vlog,2 days ago,21:20,"75,719 views",https://www.youtube.com/watch?v=gWaEp394HWs
7S0OH_62xcI,"manga haul + shopping, japanese market, organizing my manga collection, boba + anime | vlog",Vlog,11 months ago,11:36,"584,262 views",https://www.youtube.com/watch?v=7S0OH_62xcI
DMa6HhaFqpE,SAWAY,Vlog,7 days ago,11:44,"3,339,644 views",https://www.youtube.com/watch?v=DMa6HhaFqpE
bwD0dpOXqSo,Vlog Takeover: Happy Father's Day! | Bongbong Marcos,Vlog,11 days ago,3:48,"472,954 views",https://www.youtube.com/watch?v=bwD0dpOXqSo
CR9Qen2TDgA,"$250,000 BUY-IN!!! Time for the BIG ONE - 2022 WSOP Poker Vlog Day 24",Vlog,6 days ago,28:13,"178,537 views",https://www.youtube.com/watch?v=CR9Qen2TDgA
_opeH_gWhjo,first days of summer VLOG🥥🌴🌺🍍🌸,Vlog,9 days ago,14:08,"948,993 views",https://www.youtube.com/watch?v=_opeH_gWhjo
GAx0fstX7Lk,eid chitchat grwm + vlog | Nazila Sitaishi,Vlog,1 month ago,20:00,"804,797 views",https://www.youtube.com/watch?v=GAx0fstX7Lk
U05xAxCF_xY,we went to FLORIDA family vacation 2022 vlog,Vlog,6 days ago,21:26,"100,356 views",https://www.youtube.com/watch?v=U05xAxCF_xY
CBGXy2B3v0k,1 Ngày 1 Đêm Sinh Tồn Trong Nhà Cũ Của Sang Vlog Sau 90 Ngày Bỏ Hoang Cùng Team,Vlog,6 days ago,37:30,"855,505 views",https://www.youtube.com/watch?v=CBGXy2B3v0k
9ftw6Ji17QA,UFC 275 Embedded: Vlog Series - Episode 6,Vlog,2 weeks ago,9:27,"580,389 views",https://www.youtube.com/watch?v=9ftw6Ji17QA
Spk0wMPbLl8,【LES|VLOG】Birthday surprise for my girlfriend.,Vlog,3 weeks ago,21:04,"437,193 views",https://www.youtube.com/watch?v=Spk0wMPbLl8
t2D2Y0oP-Jw,STRIPPER VLOG: DAYS IN MY LIFE: BACK TRAPPING + SKINCARE + GOOD NIGHT & BAD + ARGUMENTS + MORE,Vlog,8 days ago,33:40,"23,235 views",https://www.youtube.com/watch?v=t2D2Y0oP-Jw
dNaiD6a282s,JE RANGE TOUTE LA MAISON GROSSE MOTIVATION MENAGE #vlog,Vlog,2 days ago,30:14,"3,133 views",https://www.youtube.com/watch?v=dNaiD6a282s
qeduHvcN56Q,"VLOG || Croatia Vlog! (Boat Day, Exploring the City + More!)",Vlog,6 days ago,10:22,"34,863 views",https://www.youtube.com/watch?v=qeduHvcN56Q
EBjq5xEeSrc,full house VLOG | chill with Pandya's | shooting day,Vlog,2 weeks ago,11:50,"3,906,693 views",https://www.youtube.com/watch?v=EBjq5xEeSrc
kUj6TafwNGU,UFC 275 Embedded: Vlog Series - Episode 1,Vlog,3 weeks ago,8:07,"708,078 views",https://www.youtube.com/watch?v=kUj6TafwNGU
d68H7yDBwc4,Baking vlog,Vlog,3 months ago,9:52,"3,739,563 views",https://www.youtube.com/watch?v=d68H7yDBwc4
6iiUpmpjmFA,Quick Dubai Trip Vlog | #RealTalkTuesday | MostlySane,Vlog,3 months ago,12:51,"641,724 views",https://www.youtube.com/watch?v=6iiUpmpjmFA
Xv7PrIsmFDs,"|  Most Stylish Husband | Ft @Rungmang Vlog, @nayuma rai   & @NimeshBarsha  | Season Break |",Vlog,7 days ago,15:21,"174,346 views",https://www.youtube.com/watch?v=Xv7PrIsmFDs
cthgUMH_SEM,VLOG♡ a day in my life in Seoul / lets go buy a new laptop with me! / Korean cafes / I got sick,Vlog,1 month ago,9:19,"340,918 views",https://www.youtube.com/watch?v=cthgUMH_SEM
